GEOID,location,name,estimate,moe,label,concept,geography
29510110200,Census Tract 1102; St. Louis city; Missouri,B08105F_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110200,Census Tract 1102; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110200,Census Tract 1102; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110200,Census Tract 1102; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110200,Census Tract 1102; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110300,Census Tract 1103; St. Louis city; Missouri,B08105F_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110300,Census Tract 1103; St. Louis city; Missouri,B08105F_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110300,Census Tract 1103; St. Louis city; Missouri,B08105F_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110300,Census Tract 1103; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110300,Census Tract 1103; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110300,Census Tract 1103; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110300,Census Tract 1103; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110400,Census Tract 1104; St. Louis city; Missouri,B08105F_001,35,54,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110400,Census Tract 1104; St. Louis city; Missouri,B08105F_002,15,24,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110400,Census Tract 1104; St. Louis city; Missouri,B08105F_003,20,31,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110400,Census Tract 1104; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110400,Census Tract 1104; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110400,Census Tract 1104; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110400,Census Tract 1104; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110500,Census Tract 1105; St. Louis city; Missouri,B08105F_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110500,Census Tract 1105; St. Louis city; Missouri,B08105F_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110500,Census Tract 1105; St. Louis city; Missouri,B08105F_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110500,Census Tract 1105; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110500,Census Tract 1105; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110500,Census Tract 1105; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510110500,Census Tract 1105; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111100,Census Tract 1111; St. Louis city; Missouri,B08105F_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111100,Census Tract 1111; St. Louis city; Missouri,B08105F_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111100,Census Tract 1111; St. Louis city; Missouri,B08105F_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111100,Census Tract 1111; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111100,Census Tract 1111; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111100,Census Tract 1111; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111100,Census Tract 1111; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111200,Census Tract 1112; St. Louis city; Missouri,B08105F_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111200,Census Tract 1112; St. Louis city; Missouri,B08105F_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111200,Census Tract 1112; St. Louis city; Missouri,B08105F_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111200,Census Tract 1112; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111200,Census Tract 1112; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111200,Census Tract 1112; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111200,Census Tract 1112; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111300,Census Tract 1113; St. Louis city; Missouri,B08105F_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111300,Census Tract 1113; St. Louis city; Missouri,B08105F_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111300,Census Tract 1113; St. Louis city; Missouri,B08105F_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111300,Census Tract 1113; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111300,Census Tract 1113; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111300,Census Tract 1113; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510111300,Census Tract 1113; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112100,Census Tract 1121; St. Louis city; Missouri,B08105F_001,54,45,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112100,Census Tract 1121; St. Louis city; Missouri,B08105F_002,54,45,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112100,Census Tract 1121; St. Louis city; Missouri,B08105F_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112100,Census Tract 1121; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112100,Census Tract 1121; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112100,Census Tract 1121; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112100,Census Tract 1121; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112200,Census Tract 1122; St. Louis city; Missouri,B08105F_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112200,Census Tract 1122; St. Louis city; Missouri,B08105F_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112200,Census Tract 1122; St. Louis city; Missouri,B08105F_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112200,Census Tract 1122; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112200,Census Tract 1122; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112200,Census Tract 1122; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112200,Census Tract 1122; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112300,Census Tract 1123; St. Louis city; Missouri,B08105F_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112300,Census Tract 1123; St. Louis city; Missouri,B08105F_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112300,Census Tract 1123; St. Louis city; Missouri,B08105F_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112300,Census Tract 1123; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112300,Census Tract 1123; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112300,Census Tract 1123; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112300,Census Tract 1123; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112400,Census Tract 1124; St. Louis city; Missouri,B08105F_001,85,90,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112400,Census Tract 1124; St. Louis city; Missouri,B08105F_002,19,31,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112400,Census Tract 1124; St. Louis city; Missouri,B08105F_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112400,Census Tract 1124; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112400,Census Tract 1124; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112400,Census Tract 1124; St. Louis city; Missouri,B08105F_006,12,20,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510112400,Census Tract 1124; St. Louis city; Missouri,B08105F_007,54,77,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510113500,Census Tract 1135; St. Louis city; Missouri,B08105F_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510113500,Census Tract 1135; St. Louis city; Missouri,B08105F_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510113500,Census Tract 1135; St. Louis city; Missouri,B08105F_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510113500,Census Tract 1135; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510113500,Census Tract 1135; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510113500,Census Tract 1135; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510113500,Census Tract 1135; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114101,Census Tract 1141.01; St. Louis city; Missouri,B08105F_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114101,Census Tract 1141.01; St. Louis city; Missouri,B08105F_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114101,Census Tract 1141.01; St. Louis city; Missouri,B08105F_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114101,Census Tract 1141.01; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114101,Census Tract 1141.01; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114101,Census Tract 1141.01; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114101,Census Tract 1141.01; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114102,Census Tract 1141.02; St. Louis city; Missouri,B08105F_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114102,Census Tract 1141.02; St. Louis city; Missouri,B08105F_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114102,Census Tract 1141.02; St. Louis city; Missouri,B08105F_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114102,Census Tract 1141.02; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114102,Census Tract 1141.02; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114102,Census Tract 1141.02; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114102,Census Tract 1141.02; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114200,Census Tract 1142; St. Louis city; Missouri,B08105F_001,29,30,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114200,Census Tract 1142; St. Louis city; Missouri,B08105F_002,29,30,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114200,Census Tract 1142; St. Louis city; Missouri,B08105F_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114200,Census Tract 1142; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114200,Census Tract 1142; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114200,Census Tract 1142; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114200,Census Tract 1142; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114300,Census Tract 1143; St. Louis city; Missouri,B08105F_001,15,24,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114300,Census Tract 1143; St. Louis city; Missouri,B08105F_002,0,17,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114300,Census Tract 1143; St. Louis city; Missouri,B08105F_003,0,17,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114300,Census Tract 1143; St. Louis city; Missouri,B08105F_004,0,17,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114300,Census Tract 1143; St. Louis city; Missouri,B08105F_005,0,17,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114300,Census Tract 1143; St. Louis city; Missouri,B08105F_006,0,17,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510114300,Census Tract 1143; St. Louis city; Missouri,B08105F_007,15,24,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115100,Census Tract 1151; St. Louis city; Missouri,B08105F_001,70,73,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115100,Census Tract 1151; St. Louis city; Missouri,B08105F_002,51,66,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115100,Census Tract 1151; St. Louis city; Missouri,B08105F_003,19,34,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115100,Census Tract 1151; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115100,Census Tract 1151; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115100,Census Tract 1151; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115100,Census Tract 1151; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115200,Census Tract 1152; St. Louis city; Missouri,B08105F_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115200,Census Tract 1152; St. Louis city; Missouri,B08105F_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115200,Census Tract 1152; St. Louis city; Missouri,B08105F_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115200,Census Tract 1152; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115200,Census Tract 1152; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115200,Census Tract 1152; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115200,Census Tract 1152; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115300,Census Tract 1153; St. Louis city; Missouri,B08105F_001,151,147,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115300,Census Tract 1153; St. Louis city; Missouri,B08105F_002,124,131,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115300,Census Tract 1153; St. Louis city; Missouri,B08105F_003,27,37,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115300,Census Tract 1153; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115300,Census Tract 1153; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115300,Census Tract 1153; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115300,Census Tract 1153; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115400,Census Tract 1154; St. Louis city; Missouri,B08105F_001,20,31,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115400,Census Tract 1154; St. Louis city; Missouri,B08105F_002,20,31,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115400,Census Tract 1154; St. Louis city; Missouri,B08105F_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115400,Census Tract 1154; St. Louis city; Missouri,B08105F_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115400,Census Tract 1154; St. Louis city; Missouri,B08105F_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115400,Census Tract 1154; St. Louis city; Missouri,B08105F_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115400,Census Tract 1154; St. Louis city; Missouri,B08105F_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115500,Census Tract 1155; St. Louis city; Missouri,B08105F_001,296,230,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115500,Census Tract 1155; St. Louis city; Missouri,B08105F_002,129,127,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115500,Census Tract 1155; St. Louis city; Missouri,B08105F_003,37,50,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
29510115500,Census Tract 1155; St. Louis city; Missouri,B08105F_004,0,17,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),tract
